0000017-Berenson1961,"Albertinelli, Mariotto",17,"Albertinelli, Mariotto",17,"Albertinelli, Mariotto"
0001474-Berenson1961,"Buonarroti, Michelangelo",1474,1474,"Buonarroti, Michelangelo",1474,"Buonarroti, Michelangelo"
001474A-Berenson1961,"Buonarroti, Michelangelo",1474 A,1474 A,"Buonarroti, Michelangelo",1676,"Buonarroti, Michelangelo"
0001475-Berenson1961,"Buonarroti, Michelangelo",1475,1475,"Buonarroti, Michelangelo",1475,"Buonarroti, Michelangelo"
0001476-Berenson1961,"Buonarroti, Michelangelo",1476,1476,"Buonarroti, Michelangelo",1476,"Buonarroti, Michelangelo"
0001477-Berenson1961,"Buonarroti, Michelangelo",1477,1477,"Buonarroti, Michelangelo",1477,"Buonarroti, Michelangelo"
0001478-Berenson1961,"Buonarroti, Michelangelo",1478,1478,"Buonarroti, Michelangelo",1478,"Buonarroti, Michelangelo"
0001479-Berenson1961,"Buonarroti, Michelangelo",1479,1479,"Buonarroti, Michelangelo",1479,"Buonarroti, Michelangelo"
0001480-Berenson1961,"Buonarroti, Michelangelo",1480,1480,"Buonarroti, Michelangelo",1480,"Buonarroti, Michelangelo"
0001481-Berenson1961,"Buonarroti, Michelangelo",1481,1481,"Buonarroti, Michelangelo",1481,"Buonarroti, Michelangelo"
0001482-Berenson1961,"Buonarroti, Michelangelo",1482,1482,"Buonarroti, Michelangelo",1482,"Buonarroti, Michelangelo"
0001483-Berenson1961,"Buonarroti, Michelangelo",1483,1483,"Buonarroti, Michelangelo",1483,"Buonarroti, Michelangelo"
0001484-Berenson1961,"Buonarroti, Michelangelo",1484,1484,"Buonarroti, Michelangelo",1484,"Buonarroti, Michelangelo"
0001485-Berenson1961,"Buonarroti, Michelangelo",1485,1485,"Buonarroti, Michelangelo",1485,"Buonarroti, Michelangelo"
0001486-Berenson1961,"Buonarroti, Michelangelo",1486,1486,"Buonarroti, Michelangelo",1486,"Buonarroti, Michelangelo"
0001487-Berenson1961,"Buonarroti, Michelangelo",1487,1487,"Buonarroti, Michelangelo",1487,"Buonarroti, Michelangelo"
0001488-Berenson1961,"Buonarroti, Michelangelo",1488,1488,"Buonarroti, Michelangelo",1488,"Buonarroti, Michelangelo"
0001489-Berenson1961,"Buonarroti, Michelangelo",1489,1489,"Buonarroti, Michelangelo",1489,"Buonarroti, Michelangelo"
0001490-Berenson1961,"Buonarroti, Michelangelo",1490,1490,"Buonarroti, Michelangelo",1490,"Buonarroti, Michelangelo"
0001491-Berenson1961,"Buonarroti, Michelangelo",1491,1491,"Buonarroti, Michelangelo",1491,"Buonarroti, Michelangelo"
0001492-Berenson1961,"Buonarroti, Michelangelo",1492,1492,"Buonarroti, Michelangelo",1492,"Buonarroti, Michelangelo"
0001493-Berenson1961,"Buonarroti, Michelangelo",1493,1493,"Buonarroti, Michelangelo",1493,"Buonarroti, Michelangelo"
0001494-Berenson1961,"Buonarroti, Michelangelo",1494,1494,"Buonarroti, Michelangelo",1494,"Buonarroti, Michelangelo"
0001495-Berenson1961,"Buonarroti, Michelangelo",1495,1495,"Buonarroti, Michelangelo",1495,"Buonarroti, Michelangelo"
0001496-Berenson1961,"Buonarroti, Michelangelo",1496,1496,"Buonarroti, Michelangelo",1496,"Buonarroti, Michelangelo"
0001497-Berenson1961,"Buonarroti, Michelangelo",1497,1497,"Buonarroti, Michelangelo",1497,"Buonarroti, Michelangelo"
0001498-Berenson1961,"Buonarroti, Michelangelo",1498,1498,"Buonarroti, Michelangelo",1498,"Buonarroti, Michelangelo"
0001499-Berenson1961,"Buonarroti, Michelangelo",1499,1499,"Buonarroti, Michelangelo",1499,"Buonarroti, Michelangelo"
0001500-Berenson1961,"Buonarroti, Michelangelo",1500,1500,"Buonarroti, Michelangelo",1500,"Buonarroti, Michelangelo"
0001501-Berenson1961,"Buonarroti, Michelangelo",1501,1501,"Buonarroti, Michelangelo",1501,"Buonarroti, Michelangelo"
0001502-Berenson1961,"Buonarroti, Michelangelo",1502,1502,"Buonarroti, Michelangelo",1502,"Buonarroti, Michelangelo"
0001503-Berenson1961,"Buonarroti, Michelangelo",1503,1503,"Buonarroti, Michelangelo",1503,"Buonarroti, Michelangelo"
0001504-Berenson1961,"Buonarroti, Michelangelo",1504,1504,"Buonarroti, Michelangelo",1504,"Buonarroti, Michelangelo"
0001505-Berenson1961,"Buonarroti, Michelangelo",1505,1505,"Buonarroti, Michelangelo",1505,"Buonarroti, Michelangelo"
0001506-Berenson1961,"Buonarroti, Michelangelo",1506,1506,"Buonarroti, Michelangelo",1506,"Buonarroti, Michelangelo"
0001507-Berenson1961,"Buonarroti, Michelangelo",1507,1507,"Buonarroti, Michelangelo",1507,"Buonarroti, Michelangelo"
001507A-Berenson1961,"Buonarroti, Michelangelo",1507 A,1507 A,"Buonarroti, Michelangelo",1507 A,"Buonarroti, Michelangelo"
0001508-Berenson1961,"Buonarroti, Michelangelo",1508,1508,"Buonarroti, Michelangelo",1508,"Buonarroti, Michelangelo"
0001509-Berenson1961,"Buonarroti, Michelangelo",1509,1509,"Buonarroti, Michelangelo",1509,"Buonarroti, Michelangelo"
0001510-Berenson1961,"Buonarroti, Michelangelo",1510,1510,"Buonarroti, Michelangelo",1510,"Buonarroti, Michelangelo"
0001511-Berenson1961,"Buonarroti, Michelangelo",1511,1511,"Buonarroti, Michelangelo",1511,"Buonarroti, Michelangelo"
0001512-Berenson1961,"Buonarroti, Michelangelo",1512,1512,"Buonarroti, Michelangelo",1512,"Buonarroti, Michelangelo"
0001513-Berenson1961,"Buonarroti, Michelangelo",1513,1513,"Buonarroti, Michelangelo",1513,"Buonarroti, Michelangelo"
0001514-Berenson1961,"Buonarroti, Michelangelo",1514,1514,"Buonarroti, Michelangelo",1514,"Buonarroti, Michelangelo"
0001515-Berenson1961,"Buonarroti, Michelangelo",1515,1515,"Buonarroti, Michelangelo",1515,"Buonarroti, Michelangelo"
0001516-Berenson1961,"Buonarroti, Michelangelo",1516,1516,"Buonarroti, Michelangelo",1516,"Buonarroti, Michelangelo"
0001517-Berenson1961,"Buonarroti, Michelangelo",1517,1517,"Buonarroti, Michelangelo",1517,"Buonarroti, Michelangelo"
0001518-Berenson1961,"Buonarroti, Michelangelo",1518,1518,"Buonarroti, Michelangelo",1518,"Buonarroti, Michelangelo"
0001519-Berenson1961,"Buonarroti, Michelangelo",1519,1519,"Buonarroti, Michelangelo",1519,"Buonarroti, Michelangelo"
001519A-Berenson1961,"Buonarroti, Michelangelo",1519 A,1519 A,"Buonarroti, Michelangelo",1746 A,"Buonarroti, Michelangelo"
0001520-Berenson1961,"Buonarroti, Michelangelo",1520,1520,"Buonarroti, Michelangelo",1520,"Buonarroti, Michelangelo"
0001521-Berenson1961,"Buonarroti, Michelangelo",1521,1521,"Buonarroti, Michelangelo",1521,"Buonarroti, Michelangelo"
0001522-Berenson1961,"Buonarroti, Michelangelo",1522,1522,"Buonarroti, Michelangelo",1522,"Buonarroti, Michelangelo"
0001523-Berenson1961,"Buonarroti, Michelangelo",1523,1523,"Buonarroti, Michelangelo",1523,"Buonarroti, Michelangelo"
0001525-Berenson1961,"Buonarroti, Michelangelo",1525,1525,"Buonarroti, Michelangelo",1525,"Buonarroti, Michelangelo"
0001526-Berenson1961,"Buonarroti, Michelangelo",1526,1526,"Buonarroti, Michelangelo",1526,"Buonarroti, Michelangelo"
0001527-Berenson1961,"Buonarroti, Michelangelo",1527,1527,"Buonarroti, Michelangelo",1527,"Buonarroti, Michelangelo"
0001528-Berenson1961,"Buonarroti, Michelangelo",1528,1528,"Buonarroti, Michelangelo",1528,"Buonarroti, Michelangelo"
0001529-Berenson1961,"Buonarroti, Michelangelo",1529,1529,"Buonarroti, Michelangelo",1529,"Buonarroti, Michelangelo"
0001530-Berenson1961,"Buonarroti, Michelangelo",1530,1530,"Buonarroti, Michelangelo",1530,"Buonarroti, Michelangelo"
0001531-Berenson1961,"Buonarroti, Michelangelo",1531,1531,"Buonarroti, Michelangelo",1531,"Buonarroti, Michelangelo"
0001532-Berenson1961,"Buonarroti, Michelangelo",1532,1532,"Buonarroti, Michelangelo",1532,"Buonarroti, Michelangelo"
0001533-Berenson1961,"Buonarroti, Michelangelo",1533,1533,"Buonarroti, Michelangelo",1533,"Buonarroti, Michelangelo"
0001534-Berenson1961,"Buonarroti, Michelangelo",1534,1534,"Buonarroti, Michelangelo",1534,"Buonarroti, Michelangelo"
0001535-Berenson1961,"Buonarroti, Michelangelo",1535,1535,"Buonarroti, Michelangelo",1535,"Buonarroti, Michelangelo"
0001536-Berenson1961,"Buonarroti, Michelangelo",1536,1536,"Buonarroti, Michelangelo",1536,"Buonarroti, Michelangelo"
0001537-Berenson1961,"Buonarroti, Michelangelo",1537,1537,"Buonarroti, Michelangelo",1537,"Buonarroti, Michelangelo"
0001538-Berenson1961,"Buonarroti, Michelangelo",1538,1538,"Buonarroti, Michelangelo",1538,"Buonarroti, Michelangelo"
0001542-Berenson1961,"Buonarroti, Michelangelo",1542,1542,"Buonarroti, Michelangelo",1542,"Buonarroti, Michelangelo"
0001543-Berenson1961,"Buonarroti, Michelangelo",1543,1543,"Buonarroti, Michelangelo",1543,"Buonarroti, Michelangelo"
0001544-Berenson1961,"Buonarroti, Michelangelo",1544,1544,"Buonarroti, Michelangelo",1544,"Buonarroti, Michelangelo"
001544B-Berenson1961,"Buonarroti, Michelangelo",1544 B,1544 B,"Buonarroti, Michelangelo",1540,"Buonarroti, Michelangelo"
001544C-Berenson1961,"Buonarroti, Michelangelo",1544 C,1544 C,"Buonarroti, Michelangelo",1541,"Buonarroti, Michelangelo"
0001545-Berenson1961,"Buonarroti, Michelangelo",1545,1545,"Buonarroti, Michelangelo",1545,"Buonarroti, Michelangelo"
0001546-Berenson1961,"Buonarroti, Michelangelo",1546,1546,"Buonarroti, Michelangelo",1546,"Buonarroti, Michelangelo"
0001547-Berenson1961,"Buonarroti, Michelangelo",1547,1547,"Buonarroti, Michelangelo",1547,"Buonarroti, Michelangelo"
0001548-Berenson1961,"Buonarroti, Michelangelo",1548,1548,"Buonarroti, Michelangelo",1548,"Buonarroti, Michelangelo"
0001549-Berenson1961,"Buonarroti, Michelangelo",1549,1549,"Buonarroti, Michelangelo",1549,"Buonarroti, Michelangelo"
0001550-Berenson1961,"Buonarroti, Michelangelo",1550,1550,"Buonarroti, Michelangelo",1550,"Buonarroti, Michelangelo"
0001551-Berenson1961,"Buonarroti, Michelangelo",1551,1551,"Buonarroti, Michelangelo",1551,"Buonarroti, Michelangelo"
0001552-Berenson1961,"Buonarroti, Michelangelo",1552,1552,"Buonarroti, Michelangelo",1552,"Buonarroti, Michelangelo"
0001553-Berenson1961,"Buonarroti, Michelangelo",1553,1553,"Buonarroti, Michelangelo",1553,"Buonarroti, Michelangelo"
0001554-Berenson1961,"Buonarroti, Michelangelo",1554,1554,"Buonarroti, Michelangelo",1554,"Buonarroti, Michelangelo"
0001555-Berenson1961,"Buonarroti, Michelangelo",1555,1555,"Buonarroti, Michelangelo",1555,"Buonarroti, Michelangelo"
0001556-Berenson1961,"Buonarroti, Michelangelo",1556,1556,"Buonarroti, Michelangelo",1556,"Buonarroti, Michelangelo"
0001557-Berenson1961,"Buonarroti, Michelangelo",1557,1557,"Buonarroti, Michelangelo",1557,"Buonarroti, Michelangelo"
0001558-Berenson1961,"Buonarroti, Michelangelo",1558,1558,"Buonarroti, Michelangelo",1558,"Buonarroti, Michelangelo"
0001559-Berenson1961,"Buonarroti, Michelangelo",1559,1559,"Buonarroti, Michelangelo",1559,"Buonarroti, Michelangelo"
0001560-Berenson1961,"Buonarroti, Michelangelo",1560,1560,"Buonarroti, Michelangelo",1560,"Buonarroti, Michelangelo"
0001561-Berenson1961,"Buonarroti, Michelangelo",1561,1561,"Buonarroti, Michelangelo",1561,"Buonarroti, Michelangelo"
0001562-Berenson1961,"Buonarroti, Michelangelo",1562,1562,"Buonarroti, Michelangelo",1562,"Buonarroti, Michelangelo"
0001563-Berenson1961,"Buonarroti, Michelangelo",1563,1563,"Buonarroti, Michelangelo",1563,"Buonarroti, Michelangelo"
0001564-Berenson1961,"Buonarroti, Michelangelo",1564,1564,"Buonarroti, Michelangelo",1564,"Buonarroti, Michelangelo"
0001565-Berenson1961,"Buonarroti, Michelangelo",1565,1565,"Buonarroti, Michelangelo",1565,"Buonarroti, Michelangelo"
0001566-Berenson1961,"Buonarroti, Michelangelo",1566,1566,"Buonarroti, Michelangelo",1566,"Buonarroti, Michelangelo"
0001568-Berenson1961,"Buonarroti, Michelangelo",1568,1568,"Buonarroti, Michelangelo",1568,"Buonarroti, Michelangelo"
001568A-Berenson1961,"Buonarroti, Michelangelo",1568 A,1568 A,"Buonarroti, Michelangelo",1721,"Buonarroti, Michelangelo"
0001570-Berenson1961,"Buonarroti, Michelangelo",1570,1570,"Buonarroti, Michelangelo",1570,"Buonarroti, Michelangelo"
0001571-Berenson1961,"Buonarroti, Michelangelo",1571,1571,"Buonarroti, Michelangelo",1571,"Buonarroti, Michelangelo"
0001572-Berenson1961,"Buonarroti, Michelangelo",1572,1572,"Buonarroti, Michelangelo",1572,"Buonarroti, Michelangelo"
001572A-Berenson1961,"Buonarroti, Michelangelo",1572 A,1572 A,"Buonarroti, Michelangelo",1572 A,"Buonarroti, Michelangelo"
001572B-Berenson1961,"Buonarroti, Michelangelo",1572 B,1572 A,"Buonarroti, Michelangelo",1572 B,"Buonarroti, Michelangelo"
0001573-Berenson1961,"Buonarroti, Michelangelo",1573,1573,"Buonarroti, Michelangelo",1573,"Buonarroti, Michelangelo"
0001574-Berenson1961,"Buonarroti, Michelangelo",1574,1574,"Buonarroti, Michelangelo",1574,"Buonarroti, Michelangelo"
0001575-Berenson1961,"Buonarroti, Michelangelo",1575,1575,"Buonarroti, Michelangelo",1575,"Buonarroti, Michelangelo"
0001576-Berenson1961,"Buonarroti, Michelangelo",1576,1576,"Buonarroti, Michelangelo",1576,"Buonarroti, Michelangelo"
0001577-Berenson1961,"Buonarroti, Michelangelo",1577,1577,"Buonarroti, Michelangelo",1577,"Buonarroti, Michelangelo"
0001578-Berenson1961,"Buonarroti, Michelangelo",1578,1578,"Buonarroti, Michelangelo",1578,"Buonarroti, Michelangelo"
0001579-Berenson1961,"Buonarroti, Michelangelo",1579,1579,"Buonarroti, Michelangelo",1579,"Buonarroti, Michelangelo"
0001580-Berenson1961,"Buonarroti, Michelangelo",1580,1580,"Buonarroti, Michelangelo",1580,"Buonarroti, Michelangelo"
0001581-Berenson1961,"Buonarroti, Michelangelo",1581,1581,"Buonarroti, Michelangelo",1581,"Buonarroti, Michelangelo"
0001582-Berenson1961,"Buonarroti, Michelangelo",1582,1582,"Buonarroti, Michelangelo",1582,"Buonarroti, Michelangelo"
0001583-Berenson1961,"Buonarroti, Michelangelo",1583,1583,"Buonarroti, Michelangelo",1583,"Buonarroti, Michelangelo"
0001584-Berenson1961,"Buonarroti, Michelangelo",1584,1584,"Buonarroti, Michelangelo",1584,"Buonarroti, Michelangelo"
0001585-Berenson1961,"Buonarroti, Michelangelo",1585,1585,"Buonarroti, Michelangelo",1585,"Buonarroti, Michelangelo"
0001586-Berenson1961,"Buonarroti, Michelangelo",1586,1586,"Buonarroti, Michelangelo",1586,"Buonarroti, Michelangelo"
0001587-Berenson1961,"Buonarroti, Michelangelo",1587,1587,"Buonarroti, Michelangelo",1587,"Buonarroti, Michelangelo"
0001588-Berenson1961,"Buonarroti, Michelangelo",1588,1588,"Buonarroti, Michelangelo",1588,"Buonarroti, Michelangelo"
0001589-Berenson1961,"Buonarroti, Michelangelo",1589,1589,"Buonarroti, Michelangelo",1589,"Buonarroti, Michelangelo"
0001590-Berenson1961,"Buonarroti, Michelangelo",1590,1590,"Buonarroti, Michelangelo",1590,"Buonarroti, Michelangelo"
0001591-Berenson1961,"Buonarroti, Michelangelo",1591,1591,"Buonarroti, Michelangelo",1591,"Buonarroti, Michelangelo"
0001592-Berenson1961,"Buonarroti, Michelangelo",1592,1592,"Buonarroti, Michelangelo",1592,"Buonarroti, Michelangelo"
0001593-Berenson1961,"Buonarroti, Michelangelo",1593,1593,"Buonarroti, Michelangelo",1593,"Buonarroti, Michelangelo"
0001594-Berenson1961,"Buonarroti, Michelangelo",1594,1594,"Buonarroti, Michelangelo",1594,"Buonarroti, Michelangelo"
0001595-Berenson1961,"Buonarroti, Michelangelo",1595,1595,"Buonarroti, Michelangelo",1595,"Buonarroti, Michelangelo"
0001596-Berenson1961,"Buonarroti, Michelangelo",1596,1596,"Buonarroti, Michelangelo",1596,"Buonarroti, Michelangelo"
0001597-Berenson1961,"Buonarroti, Michelangelo",1597,1597,"Buonarroti, Michelangelo",1597,"Buonarroti, Michelangelo"
0001598-Berenson1961,"Buonarroti, Michelangelo",1598,1598,"Buonarroti, Michelangelo",1598,"Buonarroti, Michelangelo"
0001599-Berenson1961,"Buonarroti, Michelangelo",1599,1599,"Buonarroti, Michelangelo",1599,"Buonarroti, Michelangelo"
0001600-Berenson1961,"Buonarroti, Michelangelo",1600,1600,"Buonarroti, Michelangelo",1600,"Buonarroti, Michelangelo"
0001601-Berenson1961,"Buonarroti, Michelangelo",1601,1601,"Buonarroti, Michelangelo",1601,"Buonarroti, Michelangelo"
0001602-Berenson1961,"Buonarroti, Michelangelo",1602,1602,"Buonarroti, Michelangelo",1602,"Buonarroti, Michelangelo"
0001603-Berenson1961,"Buonarroti, Michelangelo",1603,1603,"Buonarroti, Michelangelo",1603,"Buonarroti, Michelangelo"
0001604-Berenson1961,"Buonarroti, Michelangelo",1604,1604,"Buonarroti, Michelangelo",1604,"Buonarroti, Michelangelo"
0001605-Berenson1961,"Buonarroti, Michelangelo",1605,1605,"Buonarroti, Michelangelo",1605,"Buonarroti, Michelangelo"
0001606-Berenson1961,"Buonarroti, Michelangelo",1606,1606,"Buonarroti, Michelangelo",1606,"Buonarroti, Michelangelo"
0001607-Berenson1961,"Buonarroti, Michelangelo",1607,1607,"Buonarroti, Michelangelo",1607,"Buonarroti, Michelangelo"
0001608-Berenson1961,"Buonarroti, Michelangelo",1608,1608,"Buonarroti, Michelangelo",1608,"Buonarroti, Michelangelo"
0001610-Berenson1961,"Buonarroti, Michelangelo",1610,1610,"Buonarroti, Michelangelo",1610,"Buonarroti, Michelangelo"
0001611-Berenson1961,"Buonarroti, Michelangelo",1611,1611,"Buonarroti, Michelangelo",1611,"Buonarroti, Michelangelo"
0001612-Berenson1961,"Buonarroti, Michelangelo",1612,1612,"Buonarroti, Michelangelo",1612,"Buonarroti, Michelangelo"
0001613-Berenson1961,"Buonarroti, Michelangelo",1613,1613,"Buonarroti, Michelangelo",1613,"Buonarroti, Michelangelo"
0001614-Berenson1961,"Buonarroti, Michelangelo",1614,1614,"Buonarroti, Michelangelo",1614,"Buonarroti, Michelangelo"
0001615-Berenson1961,"Buonarroti, Michelangelo",1615,1615,"Buonarroti, Michelangelo",1615,"Buonarroti, Michelangelo"
0001616-Berenson1961,"Buonarroti, Michelangelo",1616,1616,"Buonarroti, Michelangelo",1616,"Buonarroti, Michelangelo"
0001617-Berenson1961,"Buonarroti, Michelangelo",1617,1617,"Buonarroti, Michelangelo",1617,"Buonarroti, Michelangelo"
0001618-Berenson1961,"Buonarroti, Michelangelo",1618,1618,"Buonarroti, Michelangelo",1618,"Buonarroti, Michelangelo"
0001620-Berenson1961,"Buonarroti, Michelangelo",1620,1620,"Buonarroti, Michelangelo",1620,"Buonarroti, Michelangelo"
0001621-Berenson1961,"Buonarroti, Michelangelo",1621,1621,"Buonarroti, Michelangelo",1621,"Buonarroti, Michelangelo"
0001622-Berenson1961,"Buonarroti, Michelangelo",1622,1622,"Buonarroti, Michelangelo",1622,"Buonarroti, Michelangelo"
0001751-Berenson1961,"Michelino, Domenico di",1751,1751,"Michelino, Domenico di",1751,"Michelino, Domenico di"
0001752-Berenson1961,"Michelino, Domenico di",1752,1752,"Michelino, Domenico di",1752,"Michelino, Domenico di"
0001755-Berenson1961,Battista Naldini,1755,1755,Battista Naldini,1755,Battista Naldini
0001756-Berenson1961,Battista Naldini,1756,1756,Battista Naldini,1756,Battista Naldini
0001757-Berenson1961,Battista Naldini,1757,1757,Battista Naldini,1757,Battista Naldini
0001758-Berenson1961,Battista Naldini,1758,1758,Battista Naldini,1758,Battista Naldini
0001759-Berenson1961,Battista Naldini,1759,1759,Battista Naldini,1759,Battista Naldini
001759A-Berenson1961,Battista Naldini,1759 A,1759 A,Battista Naldini,1754,Battista Naldini
0001760-Berenson1961,Battista Naldini,1760,1760,Battista Naldini,1760,Battista Naldini
0001761-Berenson1961,Battista Naldini,1761,1761,Battista Naldini,1761,Battista Naldini
0001762-Berenson1961,Battista Naldini,1762,1762,Battista Naldini,1762,Battista Naldini
0001763-Berenson1961,Battista Naldini,1763,1763,Battista Naldini,1763,Battista Naldini
0001764-Berenson1961,Battista Naldini,1764,1764,Battista Naldini,1764,Battista Naldini
0001765-Berenson1961,Battista Naldini,1765,1765,Battista Naldini,1765,Battista Naldini
0001766-Berenson1961,Battista Naldini,1766,1766,Battista Naldini,1766,Battista Naldini
0001767-Berenson1961,Neri di Bicci,1767,1767,Neri di Bicci,1767,Neri di Bicci
0001768-Berenson1961,Fra Paolino da Pistoia,1768,1768,Fra Paolino da Pistoia,1768,Fra Paolino da Pistoia
0001769-Berenson1961,Fra Paolino da Pistoia,1769,1769,Fra Paolino da Pistoia,1769,Fra Paolino da Pistoia
0001770-Berenson1961,Fra Paolino da Pistoia,1770,1770,Fra Paolino da Pistoia,1770,Fra Paolino da Pistoia
001770B-Berenson1961,Fra Paolino da Pistoia,1770 B,1770 B,Fra Paolino da Pistoia,1822,Fra Paolino da Pistoia
001770C-Berenson1961,Fra Paolino da Pistoia,1770 C,1770 C,Fra Paolino da Pistoia,1821,Fra Paolino da Pistoia
001770D-Berenson1961,Fra Paolino da Pistoia,1770 D,1819,Fra Paolino da Pistoia,1819,Fra Paolino da Pistoia
0001775-Berenson1961,Fra Paolino da Pistoia,1775,1775,Fra Paolino da Pistoia,1775,Fra Paolino da Pistoia
0001776-Berenson1961,Fra Paolino da Pistoia,1776,1776,Fra Paolino da Pistoia,1776,Fra Paolino da Pistoia
0001777-Berenson1961,Fra Paolino da Pistoia,1777,1777,Fra Paolino da Pistoia,1777,Fra Paolino da Pistoia
0001778-Berenson1961,Fra Paolino da Pistoia,1778,1778,Fra Paolino da Pistoia,1778,Fra Paolino da Pistoia
0001779-Berenson1961,Fra Paolino da Pistoia,1779,1779,Fra Paolino da Pistoia,1779,Fra Paolino da Pistoia
